lead_id,customer_id,created_date,first_touch_channel,last_touch_channel,campaign_id,market,industry,company_size_band,product_interest,engagement_score,lead_status,mql_flag,sql_flag
L000188,CU000188,2024-02-06,Events,Events,CMP_EVE_MAN,Manchester,Manufacturing,1-49,Enterprise Connectivity,61.2,SQL,1,1
L000189,CU000189,2024-02-06,Partner,Partner,CMP_PAR_SHE,Sheffield,Retail,1-49,Security Add-on,34.0,New,0,0
L000190,CU000190,2024-02-06,Partner,Partner,CMP_PAR_BIR,Birmingham,Healthcare,1-49,Enterprise Connectivity,68.9,SQL,1,1
L000191,CU000191,2024-02-06,LinkedIn,LinkedIn,CMP_LIN_BIR,Birmingham,Technology,1000+,Remote Support,78.3,SQL,1,1
L000192,CU000192,2024-02-06,LinkedIn,LinkedIn,CMP_LIN_BRI,Bristol,Manufacturing,50-249,Security Add-on,96.3,SQL,1,1
L000193,CU000193,2024-02-06,Direct,Direct,CMP_DIR_LON,London,Manufacturing,1000+,Enterprise Connectivity,58.4,New,0,0
L000194,CU000194,2024-02-06,Events,Events,CMP_EVE_MAN,Manchester,Professional Services,250-999,Security Add-on,35.3,New,0,0
L000195,CU000195,2024-02-07,Organic Search,Organic Search,CMP_ORG_MAN,Manchester,Healthcare,1000+,Remote Access,78.5,SQL,1,1
L000196,CU000196,2024-02-07,Organic Search,Organic Search,CMP_ORG_LEE,Leeds,Education,250-999,Security Add-on,59.3,New,0,0
L000197,CU000197,2024-02-07,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_EDI,Edinburgh,Healthcare,250-999,Enterprise Connectivity,77.4,MQL,1,0
L000198,CU000198,2024-02-07,Events,Events,CMP_EVE_EDI,Edinburgh,Healthcare,50-249,Enterprise Connectivity,49.7,New,0,0
L000199,CU000199,2024-02-08,YouTube,YouTube,CMP_YOU_LON,London,Education,50-249,Security Add-on,68.5,SQL,1,1
L000200,CU000200,2024-02-08,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LEE,Leeds,Technology,50-249,Remote Access,65.4,SQL,1,1
L000201,CU000201,2024-02-08,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_MAN,Manchester,Retail,50-249,Enterprise Connectivity,50.7,MQL,1,0
L000202,CU000202,2024-02-08,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_BRI,Bristol,Technology,1000+,Security Add-on,53.3,New,0,0
L000203,CU000203,2024-02-08,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_BIR,Birmingham,Healthcare,50-249,Remote Support,38.5,New,0,0
L000204,CU000204,2024-02-08,LinkedIn,LinkedIn,CMP_LIN_BIR,Birmingham,Retail,250-999,Enterprise Connectivity,82.6,MQL,1,0
L000205,CU000205,2024-02-08,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LEE,Leeds,Technology,1000+,Enterprise Connectivity,67.8,SQL,1,1
L000206,CU000206,2024-02-09,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_GLA,Glasgow,Professional Services,1000+,Enterprise Connectivity,68.2,New,0,0
L000207,CU000207,2024-02-10,LinkedIn,LinkedIn,CMP_LIN_BIR,Birmingham,Retail,250-999,Enterprise Connectivity,67.2,MQL,1,0
L000208,CU000208,2024-02-10,Paid Social,Paid Social,CMP_PAI_BIR,Birmingham,Retail,1-49,Remote Access,63.7,SQL,1,1
L000209,CU000209,2024-02-10,Paid Social,Paid Social,CMP_PAI_LIV,Liverpool,Technology,250-999,Remote Support,69.3,MQL,1,0
L000210,CU000210,2024-02-10,Paid Search - Brand,Paid Search - Brand,CMP_PAI_EDI,Edinburgh,Manufacturing,1-49,Enterprise Connectivity,91.3,SQL,1,1
L000211,CU000211,2024-02-10,Partner,Partner,CMP_PAR_MAN,Manchester,Healthcare,1000+,Security Add-on,60.1,MQL,1,0
L000212,CU000212,2024-02-10,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BRI,Bristol,Professional Services,1000+,Remote Access,58.3,New,0,0
L000213,CU000213,2024-02-10,Organic Search,Organic Search,CMP_ORG_GLA,Glasgow,Healthcare,50-249,Remote Support,44.1,New,0,0
L000214,CU000214,2024-02-10,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BIR,Birmingham,Healthcare,50-249,Security Add-on,69.8,MQL,1,0
L000215,CU000215,2024-02-11,Partner,Partner,CMP_PAR_LEE,Leeds,Retail,50-249,Remote Support,71.7,MQL,1,0
L000216,CU000216,2024-02-11,Email,Email,CMP_EMA_LEE,Leeds,Professional Services,50-249,Remote Access,81.7,MQL,1,0
L000217,CU000217,2024-02-11,LinkedIn,LinkedIn,CMP_LIN_BRI,Bristol,Manufacturing,250-999,Security Add-on,83.6,New,0,0
L000218,CU000218,2024-02-11,Partner,Partner,CMP_PAR_MAN,Manchester,Education,250-999,Remote Access,63.9,MQL,1,0
L000219,CU000219,2024-02-12,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_MAN,Manchester,Retail,1-49,Remote Access,53.7,SQL,1,1
L000220,CU000220,2024-02-12,Organic Search,Organic Search,CMP_ORG_MAN,Manchester,Technology,50-249,Remote Support,63.5,New,0,0
L000221,CU000221,2024-02-12,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_MAN,Manchester,Education,1000+,Security Add-on,86.9,New,0,0
L000222,CU000222,2024-02-12,Events,Events,CMP_EVE_EDI,Edinburgh,Retail,50-249,Enterprise Connectivity,68.0,New,0,0
L000223,CU000223,2024-02-12,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LON,London,Professional Services,250-999,Security Add-on,57.9,New,0,0
L000224,CU000224,2024-02-12,Events,Events,CMP_EVE_MAN,Manchester,Education,1000+,Security Add-on,54.7,New,0,0
L000225,CU000225,2024-02-12,Paid Social,Paid Social,CMP_PAI_MAN,Manchester,Retail,50-249,Remote Access,28.0,New,0,0
L000226,CU000226,2024-02-13,Email,Email,CMP_EMA_CAR,Cardiff,Healthcare,1-49,Remote Support,65.5,New,0,0
L000227,CU000227,2024-02-13,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LON,London,Healthcare,50-249,Enterprise Connectivity,80.7,New,0,0
L000228,CU000228,2024-02-13,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LEE,Leeds,Retail,1-49,Remote Access,46.9,SQL,1,1
L000229,CU000229,2024-02-13,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_MAN,Manchester,Healthcare,50-249,Remote Access,81.6,SQL,1,1
L000230,CU000230,2024-02-13,Paid Search - Brand,Paid Search - Brand,CMP_PAI_MAN,Manchester,Education,250-999,Enterprise Connectivity,64.7,SQL,1,1
L000231,CU000231,2024-02-14,Email,Email,CMP_EMA_LIV,Liverpool,Education,1-49,Security Add-on,56.7,SQL,1,1
L000232,CU000232,2024-02-14,Paid Search - Brand,Paid Search - Brand,CMP_PAI_MAN,Manchester,Retail,1000+,Remote Support,40.4,New,0,0
L000233,CU000233,2024-02-14,Email,Email,CMP_EMA_BRI,Bristol,Education,1-49,Remote Access,61.3,SQL,1,1
L000234,CU000234,2024-02-14,Events,Events,CMP_EVE_GLA,Glasgow,Education,1000+,Security Add-on,55.4,New,0,0
L000235,CU000235,2024-02-14,Paid Search - Brand,Paid Search - Brand,CMP_PAI_EDI,Edinburgh,Retail,1000+,Security Add-on,41.9,MQL,1,0
L000236,CU000236,2024-02-14,YouTube,YouTube,CMP_YOU_GLA,Glasgow,Professional Services,1-49,Remote Support,53.6,New,0,0
L000237,CU000237,2024-02-14,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_BRI,Bristol,Technology,250-999,Enterprise Connectivity,28.6,New,0,0
L000238,CU000238,2024-02-14,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BIR,Birmingham,Technology,1-49,Enterprise Connectivity,71.2,SQL,1,1
L000239,CU000239,2024-02-14,Paid Social,Paid Social,CMP_PAI_SHE,Sheffield,Retail,1-49,Enterprise Connectivity,36.0,MQL,1,0
L000240,CU000240,2024-02-14,Organic Search,Organic Search,CMP_ORG_LEE,Leeds,Education,1-49,Security Add-on,63.6,New,0,0
L000241,CU000241,2024-02-15,Partner,Partner,CMP_PAR_LIV,Liverpool,Retail,250-999,Remote Support,80.9,SQL,1,1
L000242,CU000242,2024-02-15,Organic Search,Organic Search,CMP_ORG_CAR,Cardiff,Professional Services,50-249,Security Add-on,75.2,SQL,1,1
L000243,CU000243,2024-02-15,Paid Social,Paid Social,CMP_PAI_LEE,Leeds,Manufacturing,50-249,Enterprise Connectivity,55.4,New,0,0
L000244,CU000244,2024-02-15,LinkedIn,LinkedIn,CMP_LIN_BRI,Bristol,Professional Services,1000+,Enterprise Connectivity,83.0,MQL,1,0
L000245,CU000245,2024-02-15,Direct,Direct,CMP_DIR_GLA,Glasgow,Technology,1-49,Remote Support,62.3,SQL,1,1
L000246,CU000246,2024-02-15,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LEE,Leeds,Retail,250-999,Remote Support,56.6,MQL,1,0
L000247,CU000247,2024-02-15,Paid Social,Paid Social,CMP_PAI_BRI,Bristol,Technology,50-249,Remote Access,37.7,MQL,1,0
L000248,CU000248,2024-02-15,Paid Search - Brand,Paid Search - Brand,CMP_PAI_GLA,Glasgow,Professional Services,250-999,Enterprise Connectivity,81.4,New,0,0
L000249,CU000249,2024-02-16,Organic Search,Organic Search,CMP_ORG_BIR,Birmingham,Retail,250-999,Enterprise Connectivity,62.8,New,0,0
L000250,CU000250,2024-02-16,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_MAN,Manchester,Education,1000+,Remote Access,63.2,MQL,1,0
L000251,CU000251,2024-02-16,Events,Events,CMP_EVE_GLA,Glasgow,Technology,1-49,Remote Support,70.5,SQL,1,1
L000252,CU000252,2024-02-16,Partner,Partner,CMP_PAR_MAN,Manchester,Healthcare,250-999,Remote Access,36.1,New,0,0
L000253,CU000253,2024-02-16,Direct,Direct,CMP_DIR_SHE,Sheffield,Professional Services,1-49,Remote Support,60.9,New,0,0
L000254,CU000254,2024-02-16,Paid Social,Paid Social,CMP_PAI_BIR,Birmingham,Manufacturing,1-49,Enterprise Connectivity,28.3,New,0,0
L000255,CU000255,2024-02-16,Organic Search,Organic Search,CMP_ORG_MAN,Manchester,Retail,250-999,Remote Access,79.2,MQL,1,0
L000256,CU000256,2024-02-17,Email,Email,CMP_EMA_LEE,Leeds,Professional Services,1-49,Security Add-on,70.2,SQL,1,1
L000257,CU000257,2024-02-17,Events,Events,CMP_EVE_GLA,Glasgow,Technology,50-249,Remote Support,73.7,SQL,1,1
L000258,CU000258,2024-02-17,Events,Events,CMP_EVE_GLA,Glasgow,Education,1-49,Security Add-on,63.6,New,0,0
L000259,CU000259,2024-02-17,Paid Social,Paid Social,CMP_PAI_MAN,Manchester,Professional Services,1-49,Security Add-on,62.1,New,0,0
L000260,CU000260,2024-02-17,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LON,London,Professional Services,1000+,Remote Access,95.2,New,0,0
L000261,CU000261,2024-02-18,Paid Social,Paid Social,CMP_PAI_CAR,Cardiff,Education,250-999,Remote Support,41.3,SQL,1,1
L000262,CU000262,2024-02-18,Paid Search - Brand,Paid Search - Brand,CMP_PAI_GLA,Glasgow,Manufacturing,50-249,Remote Support,59.7,New,0,0
L000263,CU000263,2024-02-18,Organic Search,Organic Search,CMP_ORG_MAN,Manchester,Manufacturing,1-49,Remote Support,67.4,SQL,1,1
L000264,CU000264,2024-02-18,Paid Social,Paid Social,CMP_PAI_CAR,Cardiff,Professional Services,1-49,Remote Support,38.5,New,0,0
L000265,CU000265,2024-02-18,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LON,London,Technology,50-249,Enterprise Connectivity,69.0,New,0,0
L000266,CU000266,2024-02-18,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_GLA,Glasgow,Healthcare,50-249,Security Add-on,71.2,MQL,1,0
L000267,CU000267,2024-02-18,Paid Social,Paid Social,CMP_PAI_SHE,Sheffield,Healthcare,1-49,Remote Access,30.6,New,0,0
L000268,CU000268,2024-02-19,Partner,Partner,CMP_PAR_LON,London,Retail,50-249,Remote Support,62.5,MQL,1,0
L000269,CU000269,2024-02-19,Organic Search,Organic Search,CMP_ORG_BRI,Bristol,Education,1000+,Enterprise Connectivity,98.8,MQL,1,0
L000270,CU000270,2024-02-19,LinkedIn,LinkedIn,CMP_LIN_EDI,Edinburgh,Education,1000+,Enterprise Connectivity,70.8,New,0,0
L000271,CU000271,2024-02-19,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_BRI,Bristol,Manufacturing,50-249,Remote Support,46.7,New,0,0
L000272,CU000272,2024-02-19,Email,Email,CMP_EMA_GLA,Glasgow,Retail,50-249,Remote Support,74.0,MQL,1,0
L000273,CU000273,2024-02-19,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LON,London,Healthcare,50-249,Security Add-on,52.8,New,0,0
L000274,CU000274,2024-02-19,Direct,Direct,CMP_DIR_EDI,Edinburgh,Manufacturing,1000+,Remote Access,52.0,SQL,1,1
L000275,CU000275,2024-02-19,Paid Search - Brand,Paid Search - Brand,CMP_PAI_MAN,Manchester,Healthcare,250-999,Remote Access,71.8,SQL,1,1
L000276,CU000276,2024-02-19,Organic Search,Organic Search,CMP_ORG_LON,London,Manufacturing,1-49,Enterprise Connectivity,73.9,SQL,1,1
L000277,CU000277,2024-02-19,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BIR,Birmingham,Healthcare,250-999,Remote Support,65.8,MQL,1,0
L000278,CU000278,2024-02-20,Paid Social,Paid Social,CMP_PAI_LEE,Leeds,Retail,1-49,Enterprise Connectivity,47.7,New,0,0
L000279,CU000279,2024-02-20,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LEE,Leeds,Education,50-249,Remote Access,63.9,MQL,1,0
L000280,CU000280,2024-02-20,Paid Social,Paid Social,CMP_PAI_EDI,Edinburgh,Healthcare,1000+,Enterprise Connectivity,55.2,New,0,0
L000281,CU000281,2024-02-20,Email,Email,CMP_EMA_GLA,Glasgow,Retail,1-49,Security Add-on,80.4,MQL,1,0
L000282,CU000282,2024-02-20,Direct,Direct,CMP_DIR_LEE,Leeds,Professional Services,250-999,Remote Support,28.6,SQL,1,1
L000283,CU000283,2024-02-21,Organic Search,Organic Search,CMP_ORG_EDI,Edinburgh,Healthcare,1000+,Remote Access,42.7,MQL,1,0
L000284,CU000284,2024-02-21,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BRI,Bristol,Retail,50-249,Security Add-on,68.3,New,0,0
L000285,CU000285,2024-02-21,Organic Search,Organic Search,CMP_ORG_BRI,Bristol,Technology,50-249,Remote Support,57.7,New,0,0
L000286,CU000286,2024-02-21,Paid Social,Paid Social,CMP_PAI_LIV,Liverpool,Education,1-49,Remote Support,42.6,New,0,0
L000287,CU000287,2024-02-21,Partner,Partner,CMP_PAR_LIV,Liverpool,Technology,250-999,Remote Support,65.0,SQL,1,1
L000288,CU000288,2024-02-21,Paid Social,Paid Social,CMP_PAI_LON,London,Professional Services,250-999,Security Add-on,25.5,New,0,0
L000289,CU000289,2024-02-21,Direct,Direct,CMP_DIR_LON,London,Technology,250-999,Remote Access,71.6,SQL,1,1
L000290,CU000290,2024-02-21,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LON,London,Education,250-999,Enterprise Connectivity,71.2,SQL,1,1
L000291,CU000291,2024-02-21,Partner,Partner,CMP_PAR_MAN,Manchester,Professional Services,250-999,Remote Support,55.0,SQL,1,1
L000292,CU000292,2024-02-22,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BIR,Birmingham,Technology,50-249,Remote Access,66.5,SQL,1,1
L000293,CU000293,2024-02-22,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LIV,Liverpool,Technology,1-49,Remote Support,58.2,New,0,0
L000294,CU000294,2024-02-22,Partner,Partner,CMP_PAR_BRI,Bristol,Professional Services,50-249,Remote Access,75.8,New,0,0
L000295,CU000295,2024-02-22,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LIV,Liverpool,Manufacturing,50-249,Remote Access,34.7,MQL,1,0
L000296,CU000296,2024-02-22,Paid Social,Paid Social,CMP_PAI_LIV,Liverpool,Education,250-999,Remote Support,65.1,SQL,1,1
L000297,CU000297,2024-02-22,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LEE,Leeds,Retail,250-999,Enterprise Connectivity,50.0,SQL,1,1
L000298,CU000298,2024-02-23,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LEE,Leeds,Professional Services,1-49,Enterprise Connectivity,69.6,New,0,0
L000299,CU000299,2024-02-23,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_SHE,Sheffield,Manufacturing,50-249,Remote Access,71.3,SQL,1,1
L000300,CU000300,2024-02-23,Paid Social,Paid Social,CMP_PAI_MAN,Manchester,Healthcare,1-49,Remote Access,61.2,New,0,0
L000301,CU000301,2024-02-23,YouTube,YouTube,CMP_YOU_MAN,Manchester,Healthcare,1-49,Remote Support,73.7,New,0,0
L000302,CU000302,2024-02-23,Partner,Partner,CMP_PAR_LON,London,Healthcare,1-49,Remote Access,57.9,New,0,0
L000303,CU000303,2024-02-23,Paid Social,Paid Social,CMP_PAI_GLA,Glasgow,Education,50-249,Remote Access,70.4,MQL,1,0
L000304,CU000304,2024-02-24,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LON,London,Healthcare,1000+,Enterprise Connectivity,73.1,New,0,0
L000305,CU000305,2024-02-24,LinkedIn,LinkedIn,CMP_LIN_GLA,Glasgow,Healthcare,1000+,Enterprise Connectivity,72.0,MQL,1,0
L000306,CU000306,2024-02-24,Paid Social,Paid Social,CMP_PAI_LEE,Leeds,Education,1-49,Security Add-on,37.3,New,0,0
L000307,CU000307,2024-02-24,LinkedIn,LinkedIn,CMP_LIN_GLA,Glasgow,Technology,1-49,Security Add-on,57.9,SQL,1,1
L000308,CU000308,2024-02-24,Organic Search,Organic Search,CMP_ORG_LEE,Leeds,Retail,1000+,Enterprise Connectivity,66.7,New,0,0
L000309,CU000309,2024-02-25,Paid Social,Paid Social,CMP_PAI_CAR,Cardiff,Manufacturing,250-999,Remote Access,41.6,New,0,0
L000310,CU000310,2024-02-25,Paid Search - Brand,Paid Search - Brand,CMP_PAI_MAN,Manchester,Retail,250-999,Enterprise Connectivity,64.9,MQL,1,0
L000311,CU000311,2024-02-25,Direct,Direct,CMP_DIR_LEE,Leeds,Education,1000+,Security Add-on,58.9,New,0,0
L000312,CU000312,2024-02-25,Paid Search - Brand,Paid Search - Brand,CMP_PAI_CAR,Cardiff,Retail,50-249,Enterprise Connectivity,82.7,SQL,1,1
L000313,CU000313,2024-02-25,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LEE,Leeds,Technology,250-999,Remote Support,60.5,SQL,1,1
L000314,CU000314,2024-02-25,Partner,Partner,CMP_PAR_EDI,Edinburgh,Education,50-249,Remote Support,43.5,New,0,0
L000315,CU000315,2024-02-25,Organic Search,Organic Search,CMP_ORG_BIR,Birmingham,Education,1000+,Remote Support,72.6,New,0,0
L000316,CU000316,2024-02-25,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_BIR,Birmingham,Technology,50-249,Remote Support,73.9,SQL,1,1
L000317,CU000317,2024-02-25,Paid Social,Paid Social,CMP_PAI_BRI,Bristol,Professional Services,50-249,Remote Access,63.7,New,0,0
L000318,CU000318,2024-02-25,Partner,Partner,CMP_PAR_BRI,Bristol,Retail,1-49,Enterprise Connectivity,50.0,New,0,0
L000319,CU000319,2024-02-26,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LIV,Liverpool,Technology,1-49,Security Add-on,68.1,SQL,1,1
L000320,CU000320,2024-02-26,Organic Search,Organic Search,CMP_ORG_LIV,Liverpool,Retail,250-999,Remote Support,71.0,SQL,1,1
L000321,CU000321,2024-02-27,Paid Search - Brand,Paid Search - Brand,CMP_PAI_MAN,Manchester,Professional Services,50-249,Remote Support,40.3,New,0,0
L000322,CU000322,2024-02-27,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_BIR,Birmingham,Manufacturing,50-249,Remote Support,55.9,New,0,0
L000323,CU000323,2024-02-27,Direct,Direct,CMP_DIR_EDI,Edinburgh,Education,50-249,Remote Support,58.1,New,0,0
L000324,CU000324,2024-02-28,Email,Email,CMP_EMA_BIR,Birmingham,Manufacturing,1-49,Remote Support,63.4,New,0,0
L000325,CU000325,2024-02-28,Direct,Direct,CMP_DIR_BIR,Birmingham,Education,50-249,Enterprise Connectivity,65.1,MQL,1,0
L000326,CU000326,2024-02-28,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BIR,Birmingham,Technology,250-999,Remote Support,61.0,New,0,0
L000327,CU000327,2024-02-28,Organic Search,Organic Search,CMP_ORG_GLA,Glasgow,Manufacturing,50-249,Security Add-on,76.1,New,0,0
L000328,CU000328,2024-02-28,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LON,London,Healthcare,250-999,Security Add-on,77.1,SQL,1,1
L000329,CU000329,2024-02-28,Paid Social,Paid Social,CMP_PAI_BIR,Birmingham,Healthcare,50-249,Security Add-on,41.4,MQL,1,0
L000330,CU000330,2024-02-28,Direct,Direct,CMP_DIR_LON,London,Retail,50-249,Security Add-on,67.9,SQL,1,1
L000331,CU000331,2024-02-28,Events,Events,CMP_EVE_LIV,Liverpool,Technology,1000+,Security Add-on,58.3,New,0,0
L000332,CU000332,2024-02-29,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_EDI,Edinburgh,Healthcare,1-49,Enterprise Connectivity,67.6,MQL,1,0
L000333,CU000333,2024-02-29,Paid Social,Paid Social,CMP_PAI_LON,London,Manufacturing,50-249,Security Add-on,49.7,SQL,1,1
L000334,CU000334,2024-02-29,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LON,London,Education,50-249,Remote Support,49.9,New,0,0
L000335,CU000335,2024-02-29,Email,Email,CMP_EMA_LIV,Liverpool,Education,50-249,Security Add-on,60.6,SQL,1,1
L000336,CU000336,2024-02-29,Organic Search,Organic Search,CMP_ORG_SHE,Sheffield,Retail,50-249,Remote Support,65.3,MQL,1,0
L000337,CU000337,2024-03-01,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LON,London,Technology,1-49,Security Add-on,55.1,New,0,0
L000338,CU000338,2024-03-01,Organic Search,Organic Search,CMP_ORG_BIR,Birmingham,Technology,250-999,Remote Access,36.1,SQL,1,1
L000339,CU000339,2024-03-01,LinkedIn,LinkedIn,CMP_LIN_BRI,Bristol,Retail,250-999,Security Add-on,89.0,New,0,0
L000340,CU000340,2024-03-02,Paid Social,Paid Social,CMP_PAI_CAR,Cardiff,Technology,50-249,Remote Access,49.9,New,0,0
L000341,CU000341,2024-03-02,Paid Social,Paid Social,CMP_PAI_GLA,Glasgow,Manufacturing,250-999,Remote Support,66.4,New,0,0
L000342,CU000342,2024-03-02,LinkedIn,LinkedIn,CMP_LIN_BRI,Bristol,Healthcare,250-999,Enterprise Connectivity,81.6,MQL,1,0
L000343,CU000343,2024-03-02,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_BRI,Bristol,Professional Services,50-249,Enterprise Connectivity,74.0,New,0,0
L000344,CU000344,2024-03-03,YouTube,YouTube,CMP_YOU_MAN,Manchester,Manufacturing,50-249,Remote Support,77.9,SQL,1,1
L000345,CU000345,2024-03-03,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LON,London,Retail,1000+,Remote Support,64.8,New,0,0
L000346,CU000346,2024-03-03,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BRI,Bristol,Technology,1000+,Enterprise Connectivity,61.7,New,0,0
L000347,CU000347,2024-03-03,Display,Display,CMP_DIS_EDI,Edinburgh,Technology,1-49,Remote Support,61.1,New,0,0
L000348,CU000348,2024-03-03,Paid Social,Paid Social,CMP_PAI_BRI,Bristol,Retail,50-249,Enterprise Connectivity,46.4,New,0,0
L000349,CU000349,2024-03-03,Direct,Direct,CMP_DIR_BIR,Birmingham,Technology,250-999,Remote Support,67.1,MQL,1,0
L000350,CU000350,2024-03-03,Email,Email,CMP_EMA_SHE,Sheffield,Retail,250-999,Remote Access,54.0,New,0,0
L000351,CU000351,2024-03-03,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_SHE,Sheffield,Education,250-999,Remote Access,74.0,SQL,1,1
L000352,CU000352,2024-03-04,Organic Search,Organic Search,CMP_ORG_GLA,Glasgow,Technology,50-249,Remote Access,55.3,SQL,1,1
L000353,CU000353,2024-03-04,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LON,London,Manufacturing,250-999,Remote Access,73.9,SQL,1,1
L000354,CU000354,2024-03-04,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LON,London,Technology,1000+,Remote Access,56.6,SQL,1,1
L000355,CU000355,2024-03-04,Paid Search - Brand,Paid Search - Brand,CMP_PAI_EDI,Edinburgh,Professional Services,50-249,Security Add-on,68.2,SQL,1,1
L000356,CU000356,2024-03-04,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LEE,Leeds,Professional Services,50-249,Enterprise Connectivity,74.4,SQL,1,1
L000357,CU000357,2024-03-04,Organic Search,Organic Search,CMP_ORG_SHE,Sheffield,Retail,1000+,Remote Access,72.8,New,0,0
L000358,CU000358,2024-03-05,Paid Search - Brand,Paid Search - Brand,CMP_PAI_MAN,Manchester,Retail,250-999,Security Add-on,80.6,MQL,1,0
